code,description,created_at,updated_at,id,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD030,Solapur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD031,Thane,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD032,Wardha,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD033,Washim,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMHD034,Yavatmal,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMLD001,East Garo Hills,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMLD002,East Khasi Hills,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMLD003,Jaintia Hills,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMLD004,Ri Bhoi,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMLD005,South Garo Hills,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMLD006,West Garo Hills,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMLD007,West Khasi Hills,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMND001,Bishnupur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMND002,Chandel,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMND003,Churachandpur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMND004,Imphal East,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMND005,Imphal West,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMND006,Senapati,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMND007,Tamenglong,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMND008,Thoubal,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMND009,Ukhrul,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMPD001,Alirajpur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMPD002,Anuppur,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMPD003,Ashok Nagar,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMPD004,Balaghat,2020-02-02 00:00:00,2020-02-02 00:00:00,
INMPD005,Barwani,2020-02-02 00:00:00,2020-02-02 00:00:00,
